SVCCD,Description,CPT,Gross.Charge,As.of.Date,DISCOUNTED.CASH.PRICE.INPATIENT,DISCOUNTED.CASH.PRICE.OUTPATIENT,DE.IDENTIFIED.MIN,DE.IDENTIFIED.MAX,BC.BS.TN.Preferred,BC.BS.TN.Select,BC.BS.TN.CHS.Employees,CIGNA,Aetna,Humana,Centene.Ambetter.HIX,Multiplan,UHC.Comm.Plan.Americhoice.MCD,Amerigroup.MCD,BC.BS...BlueCare.MCD,Humana.Gold.Choice.MCR,United.Healthcare...Secure.MCR,BCBS.MCR,HealthSpring.CIGNA.MCR,Amerigroup.MCR,Aetna.MCR,Wellcare.MCR
2893846,ALLG SPEC IGE REC EA,86008,78.86,2/6/2022,18.09837,18.09837,5.04704,30.20338,15.06226,10.40952,17.27034,16.40288,18.29552,10.40952,14.43138,30.20338,6.54538,6.62424,5.04704,8.6746,8.75346,8.99004,10.2518,9.14776,9.54206,8.91118
1214048,LAMIVUDINE 300MG TAB,NA,4.4,2/6/2022,1.0098,1.0098,0.2816,1.6852,0.8404,0.5808,0.9636,0.9152,1.0208,0.5808,0.8052,1.6852,0.3652,0.3696,0.2816,0.484,0.4884,0.5016,0.572,0.5104,0.5324,0.4972
1218037,MORPHINE 15MG TAB,NA,6.04,2/6/2022,1.38618,1.38618,0.38656,2.31332,1.15364,0.79728,1.32276,1.25632,1.40128,0.79728,1.10532,2.31332,0.50132,0.50736,0.38656,0.6644,0.67044,0.68856,0.7852,0.70064,0.73084,0.68252
1061697,S-ME RM PERIC OB CVD,SURG,13082.88,2/6/2022,3002.52096,3002.52096,837.30432,5010.74304,2498.83008,1726.94016,2865.15072,2721.23904,3035.22816,1726.94016,2394.16704,5010.74304,1085.87904,1098.96192,837.30432,1439.1168,1452.19968,1491.44832,1700.7744,1517.61408,1583.02848,1478.36544
1414022,ANCHOR/SCRW LEVEL 22,C1713,94620.98,2/6/2022,21715.51491,21715.51491,6055.74272,36239.83534,18072.60718,12489.96936,20721.99462,19681.16384,21952.06736,12489.96936,17315.63934,36239.83534,7853.54134,7948.16232,6055.74272,10408.3078,10502.92878,10786.79172,12300.7274,10976.03368,11449.13858,10692.17074
1814968,ASI TECH AS-15MN PT,97755,178.64,2/6/2022,40.99788,40.99788,11.43296,68.41912,34.12024,23.58048,39.12216,37.15712,41.44448,23.58048,32.69112,68.41912,14.82712,15.00576,11.43296,19.6504,19.82904,20.36496,23.2232,20.72224,21.61544,20.18632
1210538,MIDAZOL HCL 1MG INJ,J2250,14.91,2/6/2022,3.421845,3.421845,0.95424,5.71053,2.84781,1.96812,3.26529,3.10128,3.45912,1.96812,2.72853,5.71053,1.23753,1.25244,0.95424,1.6401,1.65501,1.69974,1.9383,1.72956,1.80411,1.68483
1061547,S-REM-REP CVD MULT,SURG,99999,2/6/2022,22949.7705,22949.7705,6399.936,38299.617,19099.809,13199.868,21899.781,20799.792,23199.768,13199.868,18299.817,38299.617,8299.917,8399.916,6399.936,10999.89,11099.889,11399.886,12999.87,11599.884,12099.879,11299.887
1663119,US-EXT VEINS DPX LTD,93971,1411.57,2/6/2022,323.955315,323.955315,90.34048,540.63131,269.60987,186.32724,309.13383,293.60656,327.48424,186.32724,258.31731,540.63131,117.16031,118.57188,90.34048,155.2727,156.68427,160.91898,183.5041,163.74212,170.79997,159.50741
2811231,TC99M MERTIATI/15MCI,A9562,1500.23,2/6/2022,344.302785,344.302785,96.01472,574.58809,286.54393,198.03036,328.55037,312.04784,348.05336,198.03036,274.54209,574.58809,124.51909,126.01932,96.01472,165.0253,166.52553,171.02622,195.0299,174.02668,181.52783,169.52599
1681370,US-BREAST COMPLETE,76641,751.53,2/6/2022,172.476135,172.476135,48.09792,287.83599,143.54223,99.20196,164.58507,156.31824,174.35496,99.20196,137.52999,287.83599,62.37699,63.12852,48.09792,82.6683,83.41983,85.67442,97.6989,87.17748,90.93513,84.92289
1210881,DEXAMETH 0.25MG ORAL,J8540,1.24,2/6/2022,0.28458,0.28458,0.07936,0.47492,0.23684,0.16368,0.27156,0.25792,0.28768,0.16368,0.22692,0.47492,0.10292,0.10416,0.07936,0.1364,0.13764,0.14136,0.1612,0.14384,0.15004,0.14012
2894647,LEAD,83655,164.99,2/6/2022,37.865205,37.865205,10.55936,63.19117,31.51309,21.77868,36.13281,34.31792,38.27768,21.77868,30.19317,63.19117,13.69417,13.85916,10.55936,18.1489,18.31389,18.80886,21.4487,19.13884,19.96379,18.64387
1214378,NUSHIELD SQ CM,Q4160,485.21,2/6/2022,111.355695,111.355695,31.05344,185.83543,92.67511,64.04772,106.26099,100.92368,112.56872,64.04772,88.79343,185.83543,40.27243,40.75764,31.05344,53.3731,53.85831,55.31394,63.0773,56.28436,58.71041,54.82873
1217815,LACTOBACILL 1GM PKT,NA,4.63,2/6/2022,1.062585,1.062585,0.29632,1.77329,0.88433,0.61116,1.01397,0.96304,1.07416,0.61116,0.84729,1.77329,0.38429,0.38892,0.29632,0.5093,0.51393,0.52782,0.6019,0.53708,0.56023,0.52319
1590018,PET-CT LTD AREA SUB,78814,9607.44,2/6/2022,2204.90748,2204.90748,614.87616,3679.64952,1835.02104,1268.18208,2104.02936,1998.34752,2228.92608,1268.18208,1758.16152,3679.64952,797.41752,807.02496,614.87616,1056.8184,1066.42584,1095.24816,1248.9672,1114.46304,1162.50024,1085.64072
1217505,LEVOFLOXAC .5%OS 5ML,NA,305.64,2/6/2022,70.14438,70.14438,19.56096,117.06012,58.37724,40.34448,66.93516,63.57312,70.90848,40.34448,55.93212,117.06012,25.36812,25.67376,19.56096,33.6204,33.92604,34.84296,39.7332,35.45424,36.98244,34.53732
1663114,US-EXT VEINS DPLX WC,93970,1745.09,2/6/2022,400.498155,400.498155,111.68576,668.36947,333.31219,230.35188,382.17471,362.97872,404.86088,230.35188,319.35147,668.36947,144.84247,146.58756,111.68576,191.9599,193.70499,198.94026,226.8617,202.43044,211.15589,197.19517
1218519,CLINDAMYCIN 300MG CP,NA,13.61,2/6/2022,3.123495,3.123495,0.87104,5.21263,2.59951,1.79652,2.98059,2.83088,3.15752,1.79652,2.49063,5.21263,1.12963,1.14324,0.87104,1.4971,1.51071,1.55154,1.7693,1.57876,1.64681,1.53793
1410044,LEAD LT VENT COR LV4,C1900,17036.46,2/6/2022,3909.86757,3909.86757,1090.33344,6524.96418,3253.96386,2248.81272,3730.98474,3543.58368,3952.45872,2248.81272,3117.67218,6524.96418,1414.02618,1431.06264,1090.33344,1874.0106,1891.04706,1942.15644,2214.7398,1976.22936,2061.41166,1925.11998
2895395,"PHOSPHATASE,ALKALINE",84075,116.5,2/6/2022,26.73675,26.73675,7.456,44.6195,22.2515,15.378,25.5135,24.232,27.028,15.378,21.3195,44.6195,9.6695,9.786,7.456,12.815,12.9315,13.281,15.145,13.514,14.0965,13.1645
1691093,IR-VENACAVAGRAM INF,75825,17519.54,2/6/2022,4020.73443,4020.73443,1121.25056,6709.98382,3346.23214,2312.57928,3836.77926,3644.06432,4064.53328,2312.57928,3206.07582,6709.98382,1454.12182,1471.64136,1121.25056,1927.1494,1944.66894,1997.22756,2277.5402,2032.26664,2119.86434,1979.70802
2895824,TRANSFERRIN,84466,228.09,2/6/2022,52.346655,52.346655,14.59776,87.35847,43.56519,30.10788,49.95171,47.44272,52.91688,30.10788,41.74047,87.35847,18.93147,19.15956,14.59776,25.0899,25.317990000000002,26.00226,29.6517,26.45844,27.59889,25.77417
282932,IV THER AD SEQ 1 HR,96367,279.32,2/6/2022,64.10394,64.10394,17.87648,106.97956,53.35012,36.87024,61.17108,58.09856,64.80224,36.87024,51.11556,106.97956,23.18356,23.46288,17.87648,30.7252,31.00452,31.84248,36.3116,32.40112,33.79772,31.56316
1221092,DEXTROSE 20% (D20W),NA,82.54,2/6/2022,18.94293,18.94293,5.28256,31.61282,15.76514,10.89528,18.07626,17.16832,19.14928,10.89528,15.10482,31.61282,6.85082,6.93336,5.28256,9.0794,9.16194,9.40956,10.7302,9.57464,9.98734,9.32702
7210779,METRONIDAZ.75%GL 45G,NA,222.6,2/6/2022,51.0867,51.0867,14.2464,85.2558,42.5166,29.3832,48.7494,46.3008,51.6432,29.3832,40.7358,85.2558,18.4758,18.6984,14.2464,24.486,24.7086,25.3764,28.938,25.8216,26.9346,25.1538
2895273,"DETECT AGNTNOS,DNAAM",87798,277.77,2/6/2022,63.748215,63.748215,17.77728,106.38591,53.05407,36.66564,60.83163,57.77616,64.44264,36.66564,50.83191,106.38591,23.05491,23.33268,17.77728,30.5547,30.83247,31.66578,36.1101,32.22132,33.61017,31.38801
1211735,LISDEXAMFETA 40MG CP,NA,128.72,2/6/2022,29.54124,29.54124,8.23808,49.29976,24.58552,16.99104,28.18968,26.77376,29.86304,16.99104,23.55576,49.29976,10.68376,10.81248,8.23808,14.1592,14.28792,14.67408,16.7336,14.93152,15.57512,14.54536
1216948,ACETAMINOPHEN 650MGS,NA,1.5,2/6/2022,0.34425,0.34425,0.096,0.5745,0.2865,0.198,0.3285,0.312,0.348,0.198,0.2745,0.5745,0.1245,0.126,0.096,0.165,0.1665,0.171,0.195,0.174,0.1815,0.1695
1219735,CALC600-VITD 200 TAB,NA,1.5,2/6/2022,0.34425,0.34425,0.096,0.5745,0.2865,0.198,0.3285,0.312,0.348,0.198,0.2745,0.5745,0.1245,0.126,0.096,0.165,0.1665,0.171,0.195,0.174,0.1815,0.1695
1314474,SPECIFIC GRAVITY,84315,61.35,2/6/2022,14.079825,14.079825,3.9264,23.49705,11.71785,8.0982,13.43565,12.7608,14.2332,8.0982,11.22705,23.49705,5.09205,5.1534,3.9264,6.7485,6.80985,6.9939,7.9755,7.1166,7.42335,6.93255
1061464,IR-VENGRM JUGULAR,75860,4218.62,2/6/2022,968.17329,968.17329,269.99168,1615.73146,805.75642,556.85784,923.87778,877.47296,978.71984,556.85784,772.00746,1615.73146,350.14546,354.36408,269.99168,464.0482,468.26682,480.92268,548.4206,489.35992,510.45302,476.70406
2893598,BCR-ABL1 MINOR QL-QN,81207,1244.08,2/6/2022,285.51636,285.51636,79.62112,476.48264,237.61928,164.21856,272.45352,258.76864,288.62656,164.21856,227.66664,476.48264,103.25864,104.50272,79.62112,136.8488,138.09288,141.82512,161.7304,144.31328,150.53368,140.58104
1214074,MAGIC MOUTHWASH 2.5M,NA,0.78,2/6/2022,0.17901,0.17901,0.04992,0.29874,0.14898,0.10296,0.17082,0.16224,0.18096,0.10296,0.14274,0.29874,0.06474,0.06552,0.04992,0.0858,0.08658,0.08892,0.1014,0.09048,0.09438,0.08814
2615203,NEW PT VISIT LVL 3,G0463,629.03,2/6/2022,144.362385,144.362385,40.25792,240.91849,120.14473,83.03196,137.75757,130.83824,145.93496,83.03196,115.11249,240.91849,52.20949,52.83852,40.25792,69.1933,69.82233,71.70942,81.7739,72.96748,76.11263,71.08039
1314619,"IMMUNODIFF, OUCHTER",86331,80.29,2/6/2022,18.426555,18.426555,5.13856,30.75107,15.33539,10.59828,17.58351,16.70032,18.62728,10.59828,14.69307,30.75107,6.66407,6.74436,5.13856,8.8319,8.91219,9.15306,10.4377,9.31364,9.71509,9.07277
2893313,ALLERGEN IGE QUANT,86003,52.14,2/6/2022,11.96613,11.96613,3.33696,19.96962,9.95874,6.88248,11.41866,10.84512,12.09648,6.88248,9.54162,19.96962,4.32762,4.37976,3.33696,5.7354,5.78754,5.94396,6.7782,6.04824,6.30894,5.89182
2811369,S-MYELOGRAM INJ,62284,966.55,2/6/2022,221.823225,221.823225,61.8592,370.18865,184.61105,127.5846,211.67445,201.0424,224.2396,127.5846,176.87865,370.18865,80.22365,81.1902,61.8592,106.3205,107.28705,110.1867,125.6515,112.1198,116.95255,109.22015
1612108,HE-FACIAL BNS LTD CR,70140,454.91,2/6/2022,104.401845,104.401845,29.11424,174.23053,86.88781,60.04812,99.62529,94.62128,105.53912,60.04812,83.24853,174.23053,37.75753,38.21244,29.11424,50.0401,50.49501,51.85974,59.1383,52.76956,55.04411,51.40483
2811778,GADOBUTROL INJ 0.1ML,A9585,34.13,2/6/2022,7.832835,7.832835,2.18432,13.07179,6.51883,4.50516,7.47447,7.09904,7.91816,4.50516,6.24579,13.07179,2.83279,2.86692,2.18432,3.7543,3.78843,3.89082,4.4369,3.95908,4.12973,3.85669
1641126,MR-CATH FLUID COLXN,MANUL,5110.71,2/6/2022,1172.907945,1172.907945,327.08544,1957.40193,976.14561,674.61372,1119.24549,1063.02768,1185.68472,674.61372,935.25993,1957.40193,424.18893,429.29964,327.08544,562.1781,567.28881,582.62094,664.3923,592.84236,618.39591,577.51023
7212031,PROTAMINE 10MG INJ,J2720,14.93,2/6/2022,3.426435,3.426435,0.95552,5.71819,2.85163,1.97076,3.26967,3.10544,3.46376,1.97076,2.73219,5.71819,1.23919,1.25412,0.95552,1.6423,1.65723,1.70202,1.9409,1.73188,1.80653,1.68709
1315009,"DETECT AGNTNOS,DNAAM",87798,277.77,2/6/2022,63.748215,63.748215,17.77728,106.38591,53.05407,36.66564,60.83163,57.77616,64.44264,36.66564,50.83191,106.38591,23.05491,23.33268,17.77728,30.5547,30.83247,31.66578,36.1101,32.22132,33.61017,31.38801
1590001,PET-HRT METAB EVAL,78459,11032.83,2/6/2022,2532.034485,2532.034485,706.10112,4225.57389,2107.27053,1456.33356,2416.18977,2294.82864,2559.61656,1456.33356,2019.00789,4225.57389,915.72489,926.75772,706.10112,1213.6113,1224.64413,1257.74262,1434.2679,1279.80828,1334.97243,1246.70979
1660043,SP-ENT SPN 4OR5 V DR,72083,3636.23,2/6/2022,834.514785,834.514785,232.71872,1392.67609,694.51993,479.98236000000003,796.33437,756.33584,843.60536,479.98236000000003,665.43009,1392.67609,301.80709,305.44332000000003,232.71872,399.9853,403.62153,414.53022,472.7099,421.80268,439.98383,410.89399
1641012,MR-CHEST WWO,71552,6391.38,2/6/2022,1466.82171,1466.82171,409.04832,2447.89854,1220.75358,843.66216,1399.71222,1329.40704,1482.80016,843.66216,1169.62254,2447.89854,530.48454,536.87592,409.04832,703.0518,709.44318,728.61732,830.8794,741.40008,773.35698,722.22594
1663071,US-ABDOMEN COMP WO,76700,1614.48,2/6/2022,370.52316,370.52316,103.32672,618.34584,308.36568,213.11136,353.57112,335.81184,374.55936,213.11136,295.44984,618.34584,134.00184,135.61632,103.32672,177.5928,179.20728,184.05072,209.8824,187.27968,195.35208,182.43624
2811776,ISOSULFAN BLUE 1MG,Q9968,71.77,2/6/2022,16.471215,16.471215,4.59328,27.48791,13.70807,9.47364,15.71763,14.92816,16.65064,9.47364,13.13391,27.48791,5.95691,6.02868,4.59328,7.8947,7.96647,8.18178,9.3301,8.32532,8.68417,8.11001
1217878,POTASS CHL 20MEQ/15M,NA,114.44,2/6/2022,26.26398,26.26398,7.32416,43.83052,21.85804,15.10608,25.06236,23.80352,26.55008,15.10608,20.94252,43.83052,9.49852,9.61296,7.32416,12.5884,12.70284,13.04616,14.8772,13.27504,13.84724,12.93172
1217978,METHOCARBAM 500MG TB,NA,1.78,2/6/2022,0.40851,0.40851,0.11392,0.68174,0.33998,0.23496,0.38982,0.37024,0.41296,0.23496,0.32574,0.68174,0.14774,0.14952,0.11392,0.1958,0.19758,0.20292,0.2314,0.20648,0.21538,0.20114
2893599,BCR-ABL1 MAJOR QL-QN,81206,1408.4,2/6/2022,323.2278,323.2278,90.1376,539.4172,269.0044,185.9088,308.4396,292.9472,326.7488,185.9088,257.7372,539.4172,116.8972,118.3056,90.1376,154.924,156.3324,160.5576,183.092,163.3744,170.4164,159.1492
1061741,CC-RV IVL STNT ATHR,SURG,61103.68,2/6/2022,14023.29456,14023.29456,3910.63552,23402.70944,11670.80288,8065.68576,13381.70592,12709.56544,14176.05376,8065.68576,11181.97344,23402.70944,5071.60544,5132.70912,3910.63552,6721.4048,6782.50848,6965.81952,7943.4784,7088.02688,7393.54528,6904.71584
2894092,"CARDIOLIPIN AB,IGG",86147,304.13,2/6/2022,69.797835,69.797835,19.46432,116.48179,58.08883,40.14516,66.60447,63.25904,70.55816,40.14516,55.65579,116.48179,25.24279,25.54692,19.46432,33.4543,33.75843,34.67082,39.5369,35.27908,36.79973,34.36669
1215241,TOCILIZUMAB 1MG INJ,Q0249,20.89,2/6/2022,4.794255,4.794255,1.33696,8.00087,3.98999,2.75748,4.57491,4.34512,4.84648,2.75748,3.82287,8.00087,1.73387,1.75476,1.33696,2.2979,2.31879,2.38146,2.7157,2.42324,2.52769,2.36057
1210121,ACETYLCYS 10%INH 10M,NA,51.21,2/6/2022,11.752695,11.752695,3.27744,19.61343,9.78111,6.75972,11.21499,10.65168,11.88072,6.75972,9.37143,19.61343,4.25043,4.30164,3.27744,5.6331,5.68431,5.83794,6.6573,5.94036,6.19641,5.78673
1660071,UE-WRIST 3V PLUS DR,73110,615.29,2/6/2022,141.209055,141.209055,39.37856,235.65607,117.52039,81.21828,134.74851,127.98032,142.74728,81.21828,112.59807,235.65607,51.06907,51.68436,39.37856,67.6819,68.29719,70.14306,79.9877,71.37364,74.45009,69.52777
1212982,GENTAMICIN UPTO 80MG,J1580,59.67,2/6/2022,13.694265,13.694265,3.81888,22.85361,11.39697,7.87644,13.06773,12.41136,13.84344,7.87644,10.91961,22.85361,4.95261,5.01228,3.81888,6.5637,6.62337,6.80238,7.7571,6.92172,7.22007,6.74271
1314096,BILIRUBIN TOT TRANS,88720,21.23,2/6/2022,4.872285,4.872285,1.35872,8.13109,4.05493,2.80236,4.64937,4.41584,4.92536,2.80236,3.88509,8.13109,1.76209,1.78332,1.35872,2.3353,2.35653,2.42022,2.7599,2.46268,2.56883,2.39899
125206,R&B M/S PVT TELEM,NA,2545.5,2/6/2022,584.19225,584.19225,162.912,974.9265,486.1905,336.006,557.4645,529.464,590.556,336.006,465.8265,974.9265,211.2765,213.822,162.912,280.005,282.5505,290.187,330.915,295.278,308.0055,287.6415
2893041,"DNA AB,NATIVE-DOUBL",86225,367.83,2/6/2022,84.416985,84.416985,23.54112,140.87889,70.25553,48.55356,80.55477,76.50864,85.33656,48.55356,67.31289,140.87889,30.52989,30.89772,23.54112,40.4613,40.82913,41.93262,47.8179,42.66828,44.50743,41.56479
7210075,SELEN SUL2.5%LOT120M,NA,19.14,2/6/2022,4.39263,4.39263,1.22496,7.33062,3.65574,2.52648,4.19166,3.98112,4.44048,2.52648,3.50262,7.33062,1.58862,1.60776,1.22496,2.1054,2.12454,2.18196,2.4882,2.22024,2.31594,2.16282
1316482,HEPB SCR HI RSK NPRG,G0499,655.73,2/6/2022,150.490035,150.490035,41.96672,251.14459,125.24443,86.55636,143.60487,136.39184,152.12936,86.55636,119.99859,251.14459,54.42559,55.08132,41.96672,72.1303,72.78603,74.75322,85.2449,76.06468,79.34333,74.09749
1641009,MRA-NECK WWO,70549,4974.74,2/6/2022,1141.70283,1141.70283,318.38336,1905.32542,950.17534,656.66568,1089.46806,1034.74592,1154.13968,656.66568,910.37742,1905.32542,412.90342,417.87816,318.38336,547.2214,552.19614,567.12036,646.7162,577.06984,601.94354,562.14562
2896019,ALLERGEN IGE QUANT,86003,52.14,2/6/2022,11.96613,11.96613,3.33696,19.96962,9.95874,6.88248,11.41866,10.84512,12.09648,6.88248,9.54162,19.96962,4.32762,4.37976,3.33696,5.7354,5.78754,5.94396,6.7782,6.04824,6.30894,5.89182
1590060,PET-BRAIN IMG PERF,78609,9715.61,2/6/2022,2229.732495,2229.732495,621.79904,3721.07863,1855.68151,1282.46052,2127.71859,2020.84688,2254.02152,1282.46052,1777.95663,3721.07863,806.39563,816.11124,621.79904,1068.7171,1078.43271,1107.57954,1263.0293,1127.01076,1175.58881,1097.86393
1217218,GALANTAMINE 4MG TAB,NA,21.61,2/6/2022,4.959495,4.959495,1.38304,8.27663,4.12751,2.85252,4.73259,4.49488,5.01352,2.85252,3.95463,8.27663,1.79363,1.81524,1.38304,2.3771,2.39871,2.46354,2.8093,2.50676,2.61481,2.44193
1217529,LIDOCAINE 2% INJ 10M,NA,74.56,2/6/2022,17.11152,17.11152,4.77184,28.55648,14.24096,9.84192,16.32864,15.50848,17.29792,9.84192,13.64448,28.55648,6.18848,6.26304,4.77184,8.2016,8.27616,8.49984,9.6928,8.64896,9.02176,8.42528
1061276,"P-REPAIR LEAD, SNGL",SURG,21584.64,2/6/2022,4953.67488,4953.67488,1381.41696,8266.91712,4122.66624,2849.17248,4727.03616,4489.60512,5007.63648,2849.17248,3949.98912,8266.91712,1791.52512,1813.10976,1381.41696,2374.3104,2395.89504,2460.64896,2806.0032,2503.81824,2611.74144,2439.06432
1610038,SP-T SPINE 3 VIEW DR,72072,898.21,2/6/2022,206.139195,206.139195,57.48544,344.01443,171.55811,118.56372,196.70799,186.82768,208.38472,118.56372,164.37243,344.01443,74.55143,75.44964,57.48544,98.8031,99.70131,102.39594,116.7673,104.19236,108.68341,101.49773
1610077,LE-HIP PLV BI 2V DR,73521,3806.95,2/6/2022,873.695025,873.695025,243.6448,1458.06185,727.12745,502.5174,833.72205,791.8456,883.2124,502.5174,696.67185,1458.06185,315.97685,319.7838,243.6448,418.7645,422.57145,433.9923,494.9035,441.6062,460.64095,430.18535
7210687,PED MULTVIT W/FE CHW,NA,1.5,2/6/2022,0.34425,0.34425,0.096,0.5745,0.2865,0.198,0.3285,0.312,0.348,0.198,0.2745,0.5745,0.1245,0.126,0.096,0.165,0.1665,0.171,0.195,0.174,0.1815,0.1695
1218557,AMOX 250MG/5ML 150ML,NA,30.03,2/6/2022,6.891885,6.891885,1.92192,11.50149,5.73573,3.96396,6.57657,6.24624,6.96696,3.96396,5.49549,11.50149,2.49249,2.52252,1.92192,3.3033,3.33333,3.42342,3.9039,3.48348,3.63363,3.39339
7211941,AZACITIDINE 1MG INJ,J9025,5.36,2/6/2022,1.23012,1.23012,0.34304,2.05288,1.02376,0.70752,1.17384,1.11488,1.24352,0.70752,0.98088,2.05288,0.44488,0.45024,0.34304,0.5896,0.59496,0.61104,0.6968,0.62176,0.64856,0.60568
1213404,PSYLLIUM 28% PWD PKT,NA,1.5,2/6/2022,0.34425,0.34425,0.096,0.5745,0.2865,0.198,0.3285,0.312,0.348,0.198,0.2745,0.5745,0.1245,0.126,0.096,0.165,0.1665,0.171,0.195,0.174,0.1815,0.1695
1213021,VINCRISTIN SULF 1MG,J9370,250.05,2/6/2022,57.386475,57.386475,16.0032,95.76915,47.75955,33.0066,54.76095,52.0104,58.0116,33.0066,45.75915,95.76915,20.75415,21.0042,16.0032,27.5055,27.75555,28.5057,32.5065,29.0058,30.25605,28.25565
2894534,HLA2 TYP HR 1 LOC EA,81382,860.5,2/6/2022,197.48475,197.48475,55.072,329.5715,164.3555,113.586,188.4495,178.984,199.636,113.586,157.4715,329.5715,71.4215,72.282,55.072,94.655,95.5155,98.097,111.865,99.818,104.1205,97.2365
1221180,DEXTROSE 50% 500ML,NA,82.54,2/6/2022,18.94293,18.94293,5.28256,31.61282,15.76514,10.89528,18.07626,17.16832,19.14928,10.89528,15.10482,31.61282,6.85082,6.93336,5.28256,9.0794,9.16194,9.40956,10.7302,9.57464,9.98734,9.32702
1621529,US-TRANSVAGINAL,76830,840.4,2/6/2022,192.8718,192.8718,53.7856,321.8732,160.5164,110.9328,184.0476,174.8032,194.9728,110.9328,153.7932,321.8732,69.7532,70.5936,53.7856,92.444,93.2844,95.8056,109.252,97.4864,101.6884,94.9652
1417125,LEAD NEUROSTIMULAT 1,C1778,422.96,2/6/2022,97.06932,97.06932,27.06944,161.99368,80.78536,55.83072,92.62824,87.97568,98.12672,55.83072,77.40168,161.99368,35.10568,35.52864,27.06944,46.5256,46.94856,48.21744,54.9848,49.06336,51.17816,47.79448
1720012,BRONCH RM LV2 ADD MN,SURG,292.41,2/6/2022,67.108095,67.108095,18.71424,111.99303,55.85031,38.59812,64.03779,60.82128,67.83912,38.59812,53.51103,111.99303,24.27003,24.56244,18.71424,32.1651,32.45751,33.33474,38.0133,33.91956,35.38161,33.04233
1314297,FOLLICLE STIM HORM,83001,367.61,2/6/2022,84.366495,84.366495,23.52704,140.79463,70.21351,48.52452,80.50659,76.46288,85.28552,48.52452,67.27263,140.79463,30.51163,30.87924,23.52704,40.4371,40.80471,41.90754,47.7893,42.64276,44.48081,41.53993
7211599,LIDOCAINE 2%VIS 15ML,NA,14.04,2/6/2022,3.22218,3.22218,0.89856,5.37732,2.68164,1.85328,3.07476,2.92032,3.25728,1.85328,2.56932,5.37732,1.16532,1.17936,0.89856,1.5444,1.55844,1.60056,1.8252,1.62864,1.69884,1.58652
1314631,"T CELL, ABSO CD4",86361,230,2/6/2022,52.785,52.785,14.72,88.09,43.93,30.36,50.37,47.84,53.36,30.36,42.09,88.09,19.09,19.32,14.72,25.3,25.53,26.22,29.9,26.68,27.83,25.99
2896000,"IMMUNOASSAY, NOS",83520,187.84,2/6/2022,43.10928,43.10928,12.02176,71.94272,35.87744,24.79488,41.13696,39.07072,43.57888,24.79488,34.37472,71.94272,15.59072,15.77856,12.02176,20.6624,20.85024,21.41376,24.4192,21.78944,22.72864,21.22592
1212284,CHLORPROCAIN 30MLINJ,J2400,200.34,2/6/2022,45.97803,45.97803,12.82176,76.73022,38.26494,26.44488,43.87446,41.67072,46.47888,26.44488,36.66222,76.73022,16.62822,16.82856,12.82176,22.0374,22.23774,22.83876,26.0442,23.23944,24.24114,22.63842
1612389,IR-INS CATH RENAR 1B,SURG,26279.31,2/6/2022,6031.101645,6031.101645,1681.87584,10064.97573,5019.34821,3468.86892,5755.16889,5466.09648,6096.79992,3468.86892,4809.11373,10064.97573,2181.18273,2207.46204,1681.87584,2890.7241,2917.00341,2995.84134,3416.3103,3048.39996,3179.79651,2969.56203
1413259,STNT NONCOR TM W/O 2,C2617,1179.71,2/6/2022,270.743445,270.743445,75.50144,451.82893,225.32461,155.72172,258.35649,245.37968,273.69272,155.72172,215.88693,451.82893,97.91593,99.09564,75.50144,129.7681,130.94781,134.48694,153.3623,136.84636,142.74491,133.30723
2892403,"URIC ACID,URINE RAND",84560,121.8,2/6/2022,27.9531,27.9531,7.7952,46.6494,23.2638,16.0776,26.6742,25.3344,28.2576,16.0776,22.2894,46.6494,10.1094,10.2312,7.7952,13.398,13.5198,13.8852,15.834,14.1288,14.7378,13.7634
1110870,PROCEDURE MAJOR,SURG,3758.79,2/6/2022,862.642305,862.642305,240.56256,1439.61657,717.92889,496.16028,823.17501,781.82832,872.03928,496.16028,687.85857,1439.61657,311.97957,315.73836,240.56256,413.4669,417.22569,428.50206,488.6427,436.01964,454.81359,424.74327
1212416,CEFAZOLIN 500MG INJ,J0690,18.65,2/6/2022,4.280175,4.280175,1.1936,7.14295,3.56215,2.4618,4.08435,3.8792,4.3268,2.4618,3.41295,7.14295,1.54795,1.5666,1.1936,2.0515,2.07015,2.1261,2.4245,2.1634,2.25665,2.10745
1212337,LINAGLIPTIN 5MG TAB,NA,115.97,2/6/2022,26.615115,26.615115,7.42208,44.41651,22.15027,15.30804,25.39743,24.12176,26.90504,15.30804,21.22251,44.41651,9.62551,9.74148,7.42208,12.7567,12.87267,13.22058,15.0761,13.45252,14.03237,13.10461
1140172,PACU LEV 2 EA ADD MN,NA,17.71,2/6/2022,4.064445,4.064445,1.13344,6.78293,3.38261,2.33772,3.87849,3.68368,4.10872,2.33772,3.24093,6.78293,1.46993,1.48764,1.13344,1.9481,1.96581,2.01894,2.3023,2.05436,2.14291,2.00123
2893892,ALLERGEN IGE QUANT,86003,52.14,2/6/2022,11.96613,11.96613,3.33696,19.96962,9.95874,6.88248,11.41866,10.84512,12.09648,6.88248,9.54162,19.96962,4.32762,4.37976,3.33696,5.7354,5.78754,5.94396,6.7782,6.04824,6.30894,5.89182
