file_create_date,run_id,name,tax_id,code,code.type,code.description,payer,patient_class,gross.charge,de.identified.minimum.negotiated.charge,payer.specific.negotiated.charge,de.identified.maximum.negotiated.charge,discounted.cash.price
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,95885,cpt,Needle measurement and recording of electrical activity of muscles of arm or leg limited study,blue cross,O,316.00,57.96,57.96,537.20,158.00
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,96360,cpt,Hydration infusion into a vein 31 minutes to 1 hour,blue cross,O,186.00,55.34,186.00,186.00,93.00
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,43276,cpt,Replacement of stent in pancreatic or bile duct using a flexible endoscope via mouth,blue cross,O,14400.34,2360.00,4150.45,4150.45,7200.17
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,A9537,cpt,tc99m mebrofenin,blue cross,O,117.01,69.69,117.01,117.01,58.51
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,72198,cpt,MRA scan of pelvic blood vessels,blue cross,O,1777.00,305.62,305.62,305.62,888.50
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,C1759,cpt,"cath, intra echocardiography",blue cross,O,14965.00,1599.47,2331.41,2331.41,7482.50
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,27446,cpt,"Repair of knee joint, lower or upper part of joint, inside or outside area",blue cross,O,27957.89,7128.85,7128.85,23817.34,13978.95
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,86359,cpt,"T cells count, total",blue cross,O,109.00,37.73,70.64,70.64,54.50
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,J2800,cpt,methocarbamol injection,blue cross,O,162.62,14.34,55.29,104.69,81.31
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,19285,cpt,"Placement of breast localization devices accessed through the skin with ultrasound guidance, first lesion",blue cross,O,10270.53,2999.18,3002.20,5032.50,5135.27
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,J1568,cpt,octagam injection,blue cross,O,294.28,45.80,45.80,45.80,147.14
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,20939,cpt,Harvest of bone marrow for spine surgery graft,blue cross,O,81632.77,10899.85,21347.48,49778.35,40816.39
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,C1733,cpt,"cath, ep, othr than cool-tip",blue cross,O,12872.50,1382.04,1634.12,1634.12,6436.25
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,36221,cpt,Insertion of catheter into chest aorta for diagnosis or treatment including radiological supervision and interpretation,blue cross,O,10338.82,4833.16,4833.16,4833.16,5169.41
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,86316,cpt,Analysis for detection of tumor marker,blue cross,O,110.00,20.81,37.46,74.80,55.00
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,95813,cpt,"Measurement of brain wave activity (EEG) extended monitoring, 61-119 minutes",blue cross,O,801.00,480.60,480.60,480.60,400.50
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,87045,cpt,Stool culture,blue cross,O,68.00,8.95,18.36,68.00,34.00
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,J1610,cpt,glucagon hydrochloride/1 mg,blue cross,O,584.81,155.36,187.71,497.09,292.41
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,0343,revCode,Nuclear Medicine Diagnostic radiopharmaceuticals,blue cross,O,897.00,76.30,76.30,876.00,448.50
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,C2617,cpt,"stent, non-cor, tem w/o del",blue cross,O,984.96,226.54,226.54,492.48,492.48
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,C1893,cpt,"intro/sheath, fixed,non-peel",blue cross,O,1174.50,100.95,215.04,215.04,587.25
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,194,ms-drg,simple pneumonia and pleurisy with cc,blue cross,I,12523.85,5238.57,6542.12,7881.08,6261.93
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,93656,cpt,"Evaluation and insertion of catheters for recording, pacing, and treatment of abnormal heart rhythm",blue cross,O,93166.62,6514.50,15232.50,19594.23,46583.31
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,43270,cpt,"Destruction of growths on esophagus, stomach, and/or upper small bowel using an endoscope",blue cross,O,4343.79,1381.32,1474.33,1474.33,2171.90
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,82105,cpt,"Alpha-fetoprotein (AFP) level, serum",blue cross,O,33.00,12.78,30.19,30.19,16.50
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,76700,cpt,Ultrasound of abdomen ,blue cross,O,894.00,81.80,135.88,759.90,447.00
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,0301,revCode,Laboratory Chemistry,blue cross,O,935.50,4.81,24.04,91.80,467.75
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,82565,cpt,Blood creatinine level,blue cross,O,35.00,2.91,9.22,29.75,17.50
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,22513,cpt,Injection of bone cement into body of middle spine bone accessed through the skin using imaging guidance in the thoracic to correct forward bending,blue cross,O,14563.69,2774.36,3320.12,10696.06,7281.85
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,38525,cpt,"Biopsy or removal of lymph nodes of under the arm, open procedure",blue cross,O,11469.16,4369.75,5240.00,6670.19,5734.58
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,63056,cpt,Release of lower spinal cord and/or nerves,blue cross,O,11794.98,4766.00,5660.55,5660.55,5897.49
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,C1717,cpt,"brachytx, non-str,hdr ir-192",blue cross,O,795.00,182.85,182.85,397.50,397.50
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,J1335,cpt,ertapenem injection,blue cross,O,219.24,37.22,74.54,74.54,109.62
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,96105,cpt,Assessment of expressive and receptive speech with interpretation and report per hour,blue cross,O,182.00,74.00,151.15,151.15,91.00
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,90912,cpt,"Biofeedback training for bowel or bladder control, initial 15 minutes",blue cross,O,159.00,76.13,114.96,145.00,79.50
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,86160,cpt,"Measurement of complement (immune system proteins), antigen,",blue cross,O,86.00,11.37,21.60,21.60,43.00
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,57265,cpt,Repair of herniation of rectum and bladder into vaginal wall,blue cross,O,15025.94,3729.87,9630.00,9630.00,7512.97
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,28002,cpt,"Drainage of fluid-filled sac (bursa) of foot, deep",blue cross,O,6250.84,1335.39,12117.19,12117.19,3125.42
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,70260,cpt,"X-ray of skull, complete, minimum of 4 views",blue cross,O,367.00,151.00,151.00,151.00,183.50
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,89050,cpt,Body fluid cell count,blue cross,O,34.00,4.47,8.50,40.80,17.00
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,31256,cpt,Incision of nasal (maxillary) sinus using an endoscope,blue cross,O,10371.36,4444.50,6456.81,14789.96,5185.68
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,054,ms-drg,nervous system neoplasms with mcc,blue cross,I,19090.65,8098.03,13981.17,13981.17,9545.33
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,86376,cpt,Microsomal antibodies (autoantibody) measurement,blue cross,O,33.00,9.39,26.19,28.05,16.50
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,86231,cpt,Detection of endomysial antibody (EMA),blue cross,O,24.00,22.97,22.97,22.97,12.00
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,63053,cpt,Partial removal of bone of additional segment of spine in lower back with release of spinal cord and/or nerves during fusion of spine in lower back,blue cross,O,1487.11,44.79,44.79,44.79,743.56
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,J1885,cpt,ketorolac tromethamine inj,blue cross,O,17.52,3.00,5.96,17.52,8.76
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,31536,cpt,Biopsy of voice box using an endoscope with operating microscope or telescope,blue cross,O,6217.49,1408.00,2220.50,2852.10,3108.75
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,95912,cpt,"Nerve transmission studies, 11-12 studies",blue cross,O,1474.00,140.85,140.85,1252.90,737.00
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,C1757,cpt,"cath, thrombectomy/embolect",blue cross,O,406.89,200.94,200.94,200.94,203.45
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,17110,cpt,Destruction of up to 14 skin growths,blue cross,O,3586.56,11.40,11.40,341.00,1793.28
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,93454,cpt,Insertion of catheter for imaging of heart including imaging interpretation and supervision and injection,blue cross,O,7897.25,2516.70,3548.70,4942.08,3948.63
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,97140,cpt,"Manual (physical) therapy techniques to 1 or more regions, each 15 minutes",blue cross,O,50.00,20.79,39.62,50.00,25.00
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,057,ms-drg,degenerative nervous system disorders without mcc,blue cross,I,18392.26,5871.91,8738.01,8738.01,9196.13
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,0309,revCode,Laboratory Other,blue cross,O,87.00,4.72,21.69,73.95,43.50
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,76775,cpt,"Ultrasound behind abdominal cavity, limited",blue cross,O,222.00,49.61,49.61,166.57,111.00
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,31635,cpt,Removal of foreign body in lung airways using an endoscope,blue cross,O,6062.62,1299.05,2346.00,2346.00,3031.31
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,G0103,cpt,psa screening,blue cross,O,132.00,19.31,34.76,112.20,66.00
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,72040,cpt,"X-ray of spine of neck, 2 or 3 views",blue cross,O,191.00,25.70,71.87,163.31,95.50
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,C1892,cpt,"intro/sheath,fixed,peel-away",blue cross,O,2268.75,897.16,897.16,897.16,1134.38
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,93880,cpt,Ultrasound scanning of blood flow (outside the brain) on both sides of head and neck,blue cross,O,615.00,120.38,220.04,522.75,307.50
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,77003,cpt,Fluoroscopic guidance for injection into spine or muscle next to spine,blue cross,O,205.00,139.51,144.46,144.46,102.50
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,315,ms-drg,other circulatory system diagnoses with cc,blue cross,I,13276.75,5922.67,11288.62,11288.62,6638.38
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,786,ms-drg,cesarean section without sterilization with mcc,blue cross,I,17619.80,7261.00,17287.05,17287.05,8809.90
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,A9500,cpt,tc99m sestamibi,blue cross,O,897.00,76.30,76.30,818.00,448.50
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,192,ms-drg,chronic obstructive pulmonary disease without cc/mcc,blue cross,I,12871.98,4324.25,5450.82,5450.82,6435.99
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,42831,cpt,"Removal of adenoids patient age 12 or over, initial procedure",blue cross,O,4174.14,2208.00,2208.00,2208.00,2087.07
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,11423,cpt,"Removal of growth (2.1 to 3.0 centimeters) of the scalp, neck, hands, feet, or genitals",blue cross,O,4741.06,1258.08,1495.75,1921.50,2370.53
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,86635,cpt,Analysis for antibody to Coccidioides (bacteria),blue cross,O,33.00,11.47,20.65,20.65,16.50
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,95992,cpt,"Repositioning maneuvers for treatment of vertigo, per day",blue cross,O,142.00,37.05,63.59,142.00,71.00
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,74021,cpt,"X-ray of abdomen, minimum of 3 views",blue cross,O,310.00,45.77,45.77,45.77,155.00
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,86308,cpt,Screening test for mononucleosis (mono),blue cross,O,37.00,4.91,9.32,17.80,18.50
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,328,ms-drg,"stomach, esophageal and duodenal procedures without cc/mcc",blue cross,I,20466.27,6514.17,15965.46,15965.46,10233.14
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,84155,cpt,"Total protein level, blood",blue cross,O,10.00,3.48,6.61,14.88,5.00
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,J8540,cpt,oral dexamethasone,blue cross,O,0.07,0.02,0.03,1.55,0.04
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,27781,cpt,Closed treatment of the outside bone of the leg (fibula) in the middle or upper end with manipulation,blue cross,O,29356.25,6980.69,6980.69,6980.69,14678.13
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,73700,cpt,CT scan leg,blue cross,O,1374.00,82.96,305.25,1167.90,687.00
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,15769,cpt,"Grafting of patient soft tissue, harvested by direct excision",blue cross,O,14625.33,5977.00,5977.00,5977.00,7312.67
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,125,ms-drg,other disorders of the eye without mcc,blue cross,I,10772.02,3490.01,4959.00,5678.00,5386.01
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,72194,cpt,CT scan of pelvis before and after contrast,blue cross,O,1979.00,155.00,423.00,423.00,989.50
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,77280,cpt,"Management of radiation therapy simulation, simple",blue cross,O,426.00,110.14,394.81,394.81,213.00
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,93455,cpt,Insertion of catheter for imaging of heart blood vessels and/or grafts including imaging interpretation and supervision and injection,blue cross,O,9625.25,2516.70,4642.21,11080.00,4812.63
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,P9047,cpt,"albumin (human), 25%, 50ml",blue cross,O,163.59,52.45,104.29,139.05,81.80
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,85049,cpt,"Platelet count, automated test",blue cross,O,45.00,4.56,22.80,38.25,22.50
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,492,ms-drg,"lower extremity and humerus procedures except hip, foot and femur with mcc",blue cross,I,56088.15,23255.60,31635.97,31635.97,28044.08
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,639,ms-drg,diabetes without cc/mcc,blue cross,I,7907.41,3570.00,4440.75,5660.70,3953.71
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,60260,cpt,Removal of remaining thyroid tissue,blue cross,O,11236.65,2310.00,2486.93,2486.93,5618.33
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,82465,cpt,Cholesterol level,blue cross,O,31.00,4.95,7.83,7.83,15.50
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,0301,revCode,Laboratory Chemistry,blue cross,I,356.22,12.47,180.00,466.00,178.11
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,M0243,cpt,casirivi and imdevi infusion,blue cross,O,464.00,232.00,309.60,394.40,232.00
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,97012,cpt,Application of mechanical traction to 1 or more areas,blue cross,O,36.00,11.54,22.21,32.57,18.00
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,43239,cpt,"Biopsy of the esophagus, stomach, and/or upper small bowel using an endoscope ",blue cross,O,3774.38,805.70,1974.00,2276.66,1887.19
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,0305,revCode,Laboratory Hematology,blue cross - medicare advantage,I,65.00,6.01,65.00,90.00,32.50
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,0483,revCode,Cardiology Echocardiology,blue cross - medicare advantage,O,1249.00,194.30,431.79,1061.65,624.50
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,A9270,cpt,non-covered item or service,blue cross - medicare advantage,O,1.28,0.10,0.10,3.55,0.64
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,J1644,cpt,inj heparin sodium per 1000u,blue cross - medicare advantage,O,2.02,0.40,0.45,7.40,1.01
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,0481,revCode,Cardiology Cardiac cath lab,blue cross - medicare advantage,O,5266.00,990.13,4363.00,4476.10,2633.00
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,0333,revCode,Radiology Therapeutic and/of Chemotherapy Administration Radiation therapy,blue cross - medicare advantage,O,493.00,164.00,187.00,3437.00,246.50
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,0306,revCode,Laboratory Bacteriology and Microbiology,blue cross - medicare advantage,I,109.00,12.52,580.00,580.00,54.50
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,78264,cpt,Stomach emptying study,blue cross - medicare advantage,O,967.00,150.87,489.38,846.00,483.50
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,0636,revCode,Pharmacy - Extension of 025X Drugs requiring detailed coding,blue cross - medicare advantage,O,558.96,0.45,0.45,87.89,279.48
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,36415,cpt,Insertion of needle into vein for collection of blood sample,blue cross - medicare advantage,O,15.00,2.70,10.83,12.75,7.50
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,87328,cpt,Detection test by immunoassay technique for cryptosporidium (parasite),blue cross - medicare advantage,O,80.00,13.10,80.00,80.00,40.00
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,0300,revCode,Laboratory General,blue cross - medicare advantage,O,15.00,3.00,10.83,100.00,7.50
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,0637,revCode,Pharmacy - Extension of 025X Self-administerable drugs,blue cross - medicare advantage,O,0.10,0.03,0.03,2.17,0.05
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,82565,cpt,Blood creatinine level,blue cross - medicare advantage,O,35.00,2.91,9.68,29.75,17.50
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,0200,revCode,Intensive Care Unit General,blue cross - medicare advantage,I,1273.00,636.50,636.50,20214.77,636.50
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,0120,revCode,Room and Board Semiprivate (two beds) General,blue cross - medicare advantage,I,1007.00,296.48,1007.00,1007.00,503.50
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,82105,cpt,"Alpha-fetoprotein (AFP) level, serum",blue cross - medicare advantage,O,33.00,12.78,30.19,30.19,16.50
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,0636,revCode,Pharmacy - Extension of 025X Drugs requiring detailed coding,blue cross - medicare advantage,I,67.00,6.68,16.75,152.25,33.50
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,0636,revCode,Pharmacy - Extension of 025X Drugs requiring detailed coding,blue cross - medicare advantage,O,186.32,0.45,0.45,87.89,93.16
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,0301,revCode,Laboratory Chemistry,blue cross - medicare advantage,I,356.22,12.47,131.00,466.00,178.11
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,76856,cpt,"Ultrasound of pelvis, complete, not pregnancy related",blue cross - medicare advantage,O,364.00,52.80,248.00,309.40,182.00
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,82607,cpt,Cyanocobalamin (vitamin B-12) level,blue cross - medicare advantage,O,108.00,14.29,27.14,91.80,54.00
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,82140,cpt,Ammonia level,blue cross - medicare advantage,O,105.00,13.81,26.23,89.25,52.50
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,85025,cpt,"Complete blood cell count, with differential white blood cells, automated ",blue cross - medicare advantage,O,82.00,4.42,13.99,69.70,41.00
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,0305,revCode,Laboratory Hematology,blue cross - medicare advantage,O,45.00,3.68,10.86,39.95,22.50
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,77336,cpt,Radiation therapy consultation per week,blue cross - medicare advantage,O,339.00,13.92,13.92,288.15,169.50
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,0771,revCode,Preventive Services Vaccine administration,blue cross - medicare advantage,O,464.00,34.72,269.77,464.00,232.00
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,0250,revCode,Pharmacy General,blue cross - medicare advantage,I,228.77,2.32,1471.75,1471.75,114.39
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,87186,cpt,"Evaluation of antimicrobial drug (antibiotic, antifungal, antiviral), microdilution or agar dilution",blue cross - medicare advantage,O,62.00,8.20,8.65,87.00,31.00
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,82746,cpt,"Folic acid level, serum",blue cross - medicare advantage,O,106.00,13.93,26.46,90.10,53.00
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,0636,revCode,Pharmacy - Extension of 025X Drugs requiring detailed coding,blue cross - medicare advantage,O,4.61,0.45,0.45,87.89,2.31
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,87086,cpt,"Bacterial colony count, urine",blue cross - medicare advantage,O,58.00,4.59,8.07,49.30,29.00
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,0404,revCode,Other Imaging Services Positron Emission Tomography,blue cross - medicare advantage,O,4929.00,1252.69,1252.69,4929.00,2464.50
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,0350,revCode,CT Scan General,blue cross - medicare advantage,O,1868.00,107.01,325.95,1587.80,934.00
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,78815,cpt,Nuclear medicine study with CT imaging skull base to mid-thigh,blue cross - medicare advantage,O,4929.00,1252.69,1252.69,4319.00,2464.50
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,80053,cpt,"Blood test, comprehensive group of blood chemicals ",blue cross - medicare advantage,O,205.00,6.01,19.01,174.25,102.50
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,0300,revCode,Laboratory General,blue cross - medicare advantage,O,74.31,3.00,10.83,100.00,37.16
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,0481,revCode,Cardiology Cardiac cath lab,blue cross - medicare advantage,I,5266.00,2516.70,6606.82,6606.82,2633.00
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,71260,cpt,CT scan chest with contrast,blue cross - medicare advantage,O,1868.00,113.47,516.83,793.90,934.00
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,0481,revCode,Cardiology Cardiac cath lab,blue cross - medicare advantage,O,9087.70,990.13,4363.00,4476.10,4543.85
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,0302,revCode,Laboratory Immunology,blue cross - medicare advantage,I,117.50,25.21,109.00,140.33,58.75
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,0302,revCode,Laboratory Immunology,blue cross - medicare advantage,I,50.63,25.21,109.00,140.33,25.32
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,0402,revCode,Other Imaging Services Ultrasound,blue cross - medicare advantage,O,400.00,74.36,248.00,411.70,200.00
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,93306,cpt,"Ultrasound examination of heart including color-depicted blood flow rate, direction, and valve function",blue cross - medicare advantage,O,1249.00,187.84,431.79,1061.65,624.50
2022-08-03,565f528a-1339-11ed-a584-536ad537c29c,Parkwest Medical Center,581897274,0250,revCode,Pharmacy General,blue cross - medicare advantage,O,0.15,0.03,3.00,580.18,0.08
